Time (secs),Lat,Lon,Elev,Heart_Rate (bpm),HRmax (bpm),HRmin (bpm)
110,40.0085270,-79.5887670,288.2,79,122,112
111,40.0085390,-79.5887690,288.2,79,122,112
112,40.0085480,-79.5887710,288.2,80,122,112
113,40.0085630,-79.5887740,288.2,80,122,112
114,40.0085850,-79.5887790,288.3,83,122,112
115,40.0086080,-79.5887830,288.3,83,122,112
116,40.0086320,-79.5887840,288.4,84,122,112
117,40.0086540,-79.5887830,288.5,85,122,112
118,40.0086750,-79.5887830,288.5,85,122,112
119,40.0086960,-79.5887830,288.5,86,122,112
120,40.0087140,-79.5887820,288.6,85,122,112
121,40.0087280,-79.5887780,288.6,85,122,112
122,40.0087450,-79.5887730,288.7,85,122,112
123,40.0087660,-79.5887690,288.7,85,122,112
124,40.0087870,-79.5887670,288.8,85,122,112
125,40.0088050,-79.5887660,288.8,85,122,112
126,40.0088220,-79.5887640,288.8,86,122,112
127,40.0088330,-79.5887600,288.9,86,122,112
128,40.0088480,-79.5887570,288.9,86,122,112
129,40.0088650,-79.5887560,288.9,85,122,112
130,40.0088790,-79.5887570,289.0,85,122,112
131,40.0088940,-79.5887580,289.0,85,122,112
132,40.0089060,-79.5887590,289.0,84,122,112
133,40.0089160,-79.5887610,289.0,84,122,112
134,40.0089290,-79.5887650,289.0,84,122,112
135,40.0089460,-79.5887670,289.0,83,122,112
136,40.0089610,-79.5887680,289.0,83,122,112
137,40.0089740,-79.5887670,289.0,83,122,112
138,40.0089840,-79.5887670,289.0,83,122,112
139,40.0089840,-79.5887670,289.0,83,122,112
140,40.0089840,-79.5887670,289.0,83,122,112
141,40.0089920,-79.5887760,289.0,84,122,112
142,40.0089920,-79.5887760,289.0,84,122,112
143,40.0089920,-79.5887760,289.0,84,122,112
144,40.0090020,-79.5887800,289.0,85,122,112
145,40.0090020,-79.5887800,289.0,85,122,112
146,40.0090130,-79.5887780,289.0,86,122,112
147,40.0090130,-79.5887780,289.0,87,122,112
148,40.0090280,-79.5887790,289.0,87,122,112
149,40.0090470,-79.5887800,289.0,88,122,112
150,40.0090700,-79.5887810,289.0,88,122,112
151,40.0090950,-79.5887820,289.0,89,122,112
152,40.0091160,-79.5887820,289.0,89,122,112
153,40.0091390,-79.5887820,289.0,89,122,112
154,40.0091620,-79.5887800,289.0,89,122,112
155,40.0091800,-79.5887790,289.0,89,122,112
156,40.0091910,-79.5887790,289.0,89,122,112
157,40.0091910,-79.5887790,289.0,88,122,112
158,40.0092090,-79.5887830,289.0,88,122,112
159,40.0092180,-79.5887860,289.0,88,122,112
160,40.0092180,-79.5887860,289.0,88,122,112
161,40.0092340,-79.5887880,289.0,88,122,112
162,40.0092440,-79.5887860,289.0,88,122,112
163,40.0092560,-79.5887830,289.0,88,122,112
164,40.0092680,-79.5887800,289.0,88,122,112
165,40.0092780,-79.5887790,289.0,88,122,112
166,40.0092880,-79.5887780,289.0,88,122,112
167,40.0092880,-79.5887780,289.0,88,122,112
168,40.0093090,-79.5887710,289.0,88,122,112
169,40.0093350,-79.5887650,289.0,88,122,112
170,40.0093560,-79.5887620,289.0,88,122,112
171,40.0093690,-79.5887630,289.1,88,122,112
172,40.0093810,-79.5887660,289.1,88,122,112
173,40.0093940,-79.5887680,289.1,88,122,112
174,40.0094100,-79.5887690,289.2,88,122,112
175,40.0094240,-79.5887710,289.2,88,122,112
176,40.0094390,-79.5887730,289.2,89,122,112
177,40.0094550,-79.5887760,289.3,89,122,112
178,40.0094710,-79.5887760,289.3,90,122,112
179,40.0094870,-79.5887740,289.3,90,122,112
180,40.0095030,-79.5887720,289.4,91,122,112
181,40.0095210,-79.5887710,289.4,93,122,112
182,40.0095370,-79.5887720,289.5,91,122,112
183,40.0095530,-79.5887730,289.5,92,122,112
184,40.0095680,-79.5887740,289.5,92,122,112
