"Number","Time (seconds)","Distance (meters)","Pace (seconds)","Watts","Cal/Hr","Stroke Rate","Heart Rate"
"1074","3608.6","9578.0","188.1","53","481","19","120"
"1075","3612.0","9587.0","194.5","48","463","18","120"
"1076","3615.4","9596.0","194.5","48","463","18","120"
"1077","3618.5","9604.0","195.8","47","460","19","120"
"1078","3621.9","9612.0","195.8","47","460","19","120"
"1079","3624.8","9620.0","194.1","48","464","18","120"
"1080","3628.0","9628.0","193.2","49","467","19","120"
"1081","3631.5","9637.0","197.9","45","455","17","120"
"1082","3634.9","9646.0","197.9","45","455","17","120"
"1083","3638.4","9654.0","199.1","44","452","17","120"
"1084","3641.9","9663.0","201.5","43","447","17","120"
"1085","3645.4","9672.0","199.1","44","452","17","120"
"1086","3648.9","9681.0","190.8","50","473","17","120"
"1087","3652.3","9690.0","192.3","49","469","17","120"
"1088","3655.7","9699.0","191.7","50","471","17","120"
"1089","3659.0","9707.0","199.4","44","452","18","119"
"1090","3662.5","9716.0","193.6","48","466","17","119"
"1091","3666.0","9726.0","192.9","49","468","17","119"
"1092","3669.3","9734.0","192.9","49","468","17","119"
"1093","3672.7","9743.0","193.1","49","467","19","119"
"1094","3676.2","9752.0","190.8","50","473","17","119"
"1095","3679.6","9761.0","191.8","50","470","17","120"
"1096","3683.1","9770.0","191.4","50","472","17","120"
"1097","3686.7","9780.0","191.4","50","472","17","121"
"1098","3690.3","9789.0","191.9","50","470","17","122"
"1099","3693.7","9798.0","196.2","46","459","16","122"
"1100","3697.0","9806.0","200.9","43","448","18","121"
"1101","3700.4","9814.0","200.9","43","448","18","121"
"1102","3704.0","9823.0","206.3","40","437","17","120"
"1103","3707.4","9831.0","206.3","40","437","17","120"
"1104","3711.0","9840.0","206.8","40","436","17","119"
"1105","3714.1","9848.0","206.8","40","436","17","118"
"1106","3717.2","9856.0","199.0","44","453","19","117"
"1107","3720.1","9864.0","182.5","58","498","21","116"
"1108","3722.8","9872.0","182.5","58","498","21","117"
"1109","3725.4","9879.0","179.2","61","509","22","117"
"1110","3728.2","9887.0","175.6","65","522","23","117"
"1111","3730.8","9894.0","173.1","67","532","22","118"
"1112","3733.4","9902.0","175.1","65","524","23","118"
"1113","3736.2","9910.0","174.2","66","528","23","119"
"1114","3739.1","9918.0","176.9","63","517","21","120"
"1115","3741.9","9926.0","176.9","63","517","21","121"
"1116","3744.6","9934.0","179.0","61","510","22","121"
"1117","3747.4","9941.0","180.6","59","504","21","122"
"1118","3750.3","9949.0","181.2","59","502","22","123"
"1119","3753.2","9957.0","180.7","59","504","21","123"
"1120","3756.2","9965.0","181.6","58","501","20","124"
"1121","3759.2","9973.0","185.8","55","488","20","124"
"1122","3762.2","9982.0","189.0","52","478","20","124"
"1123","3765.1","9989.0","182.9","57","497","20","124"
"1124","3768.1","9997.0","186.7","54","485","21","124"
