Time (secs),Lat,Lon,Elev,Heart_Rate (bpm),HRmax (bpm),HRmin (bpm)
0,39.8948,-79.7207,271.0,,122,112
8,39.894756,-79.720764,271.0,,122,112
18,39.89468,-79.72087,270.0,,122,112
28,39.894566,-79.72095,269.0,,122,112
33,39.894493,-79.720985,270.0,,122,112
38,39.89444,-79.721,269.0,,122,112
43,39.894367,-79.72101,270.0,,122,112
48,39.894306,-79.721,270.0,,122,112
53,39.894234,-79.72096,266.0,,122,112
58,39.894154,-79.72095,265.0,,122,112
63,39.8941,-79.72088,264.0,,122,112
68,39.8941,-79.72083,265.0,,122,112
73,39.894077,-79.72074,266.0,,122,112
78,39.894047,-79.72068,264.0,,122,112
83,39.894043,-79.72058,265.0,,122,112
88,39.89406,-79.7205,265.0,,122,112
93,39.89408,-79.720406,264.0,,122,112
98,39.894104,-79.72033,264.0,,122,112
103,39.894142,-79.72025,266.0,,122,112
108,39.894203,-79.7202,266.0,,122,112
113,39.894276,-79.72013,265.0,,122,112
120,39.894333,-79.72008,265.0,,122,112
125,39.894382,-79.72002,264.0,,122,112
130,39.894436,-79.71997,266.0,,122,112
138,39.89451,-79.71992,267.0,,122,112
148,39.894604,-79.71982,266.0,,122,112
153,39.894665,-79.71976,267.0,,122,112
163,39.89476,-79.719696,268.0,,122,112
168,39.894806,-79.71965,268.0,,122,112
173,39.89486,-79.71959,268.0,,122,112
178,39.894913,-79.719536,268.0,,122,112
183,39.89497,-79.7195,268.0,,122,112
188,39.895023,-79.719475,269.0,,122,112
196,39.89513,-79.71943,269.0,,122,112
201,39.895203,-79.71943,268.0,,122,112
207,39.89528,-79.71946,269.0,,122,112
212,39.89534,-79.719505,268.0,,122,112
217,39.895393,-79.71956,268.0,,122,112
222,39.89543,-79.719635,268.0,,122,112
227,39.89545,-79.7197,269.0,,122,112
232,39.895466,-79.719795,269.0,,122,112
242,39.895466,-79.71996,270.0,,122,112
247,39.895443,-79.72003,270.0,,122,112
254,39.895393,-79.72015,271.0,,122,112
259,39.89534,-79.7202,272.0,,122,112
264,39.89528,-79.72026,272.0,,122,112
269,39.89525,-79.7203,271.0,,122,112
279,39.89517,-79.7204,271.0,,122,112
284,39.89513,-79.72044,271.0,,122,112
289,39.89507,-79.72049,274.0,,122,112
299,39.89498,-79.72059,275.0,,122,112
309,39.894875,-79.7207,276.0,,122,112
318,39.894756,-79.72079,277.0,,122,112
323,39.8947,-79.72083,277.0,,122,112
328,39.89464,-79.72087,275.0,,122,112
333,39.8946,-79.72093,276.0,,122,112
340,39.89453,-79.72099,275.0,,122,112
345,39.894466,-79.721016,274.0,,122,112
350,39.894398,-79.72103,273.0,,122,112
358,39.89429,-79.72099,271.0,,122,112
363,39.894238,-79.72097,269.0,,122,112
368,39.89418,-79.720924,269.0,,122,112
373,39.894127,-79.72088,269.0,,122,112
378,39.89408,-79.72079,271.0,,122,112
383,39.894047,-79.7207,271.0,,122,112
388,39.89403,-79.720604,269.0,,122,112
393,39.89404,-79.72052,271.0,,122,112
398,39.89405,-79.720436,272.0,,122,112
404,39.89409,-79.72034,274.0,,122,112
411,39.894135,-79.72025,275.0,,122,112
419,39.8942,-79.720184,274.0,,122,112
428,39.894306,-79.72009,271.0,,122,112
433,39.894356,-79.72003,271.0,,122,112
438,39.894417,-79.72,268.0,,122,112
443,39.894463,-79.71994,267.0,,122,112
448,39.894512,-79.71989,267.0,,122,112
453,39.89457,-79.71985,265.0,,122,112
458,39.89463,-79.719795,265.0,,122,112
463,39.89466,-79.71976,265.0,,122,112
468,39.894707,-79.7197,264.0,,122,112
473,39.894753,-79.719666,265.0,,122,112
478,39.89481,-79.71963,265.0,,122,112
488,39.89491,-79.71952,267.0,,122,112
493,39.894962,-79.71948,268.0,,122,112
498,39.895027,-79.71946,270.0,,122,112
508,39.895157,-79.71943,272.0,,122,112
513,39.89523,-79.71944,273.0,,122,112
518,39.895294,-79.71948,275.0,,122,112
523,39.895355,-79.719536,274.0,,122,112
528,39.895393,-79.7196,273.0,,122,112
533,39.895447,-79.719666,274.0,,122,112
538,39.89549,-79.719765,275.0,,122,112
543,39.895523,-79.71983,274.0,,122,112
548,39.89553,-79.71992,275.0,,122,112
553,39.89552,-79.72001,274.0,,122,112
558,39.89548,-79.7201,275.0,,122,112
563,39.895424,-79.72018,275.0,,122,112
568,39.895367,-79.72024,274.0,,122,112
573,39.895306,-79.7203,275.0,,122,112
579,39.89525,-79.72036,276.0,,122,112
584,39.895184,-79.72041,277.0,,122,112
590,39.895123,-79.72047,277.0,,122,112
596,39.895046,-79.720535,276.0,,122,112
602,39.89499,-79.7206,276.0,,122,112
607,39.894936,-79.72064,275.0,,122,112
612,39.89486,-79.72071,278.0,,122,112
617,39.8948,-79.72075,278.0,,122,112
622,39.894737,-79.72079,279.0,,122,112
627,39.89467,-79.72083,280.0,,122,112
631,39.894615,-79.72089,281.0,,122,112
633,39.894604,-79.720894,280.0,,122,112
638,39.89454,-79.72097,277.0,,122,112
643,39.89448,-79.721016,274.0,,122,112
648,39.894413,-79.72105,275.0,,122,112
653,39.89434,-79.72104,275.0,,122,112
663,39.89421,-79.721,273.0,,122,112
667,39.89415,-79.720955,272.0,,122,112
675,39.894085,-79.72086,270.0,,122,112
680,39.89404,-79.72078,270.0,,122,112
686,39.894024,-79.72066,270.0,,122,112
693,39.89403,-79.72052,272.0,,122,112
698,39.89405,-79.72044,271.0,,122,112
703,39.89409,-79.72037,270.0,,122,112
708,39.89414,-79.720276,271.0,,122,112
713,39.894176,-79.72024,271.0,,122,112
723,39.89429,-79.72012,271.0,,122,112
728,39.894344,-79.72006,269.0,,122,112
733,39.89441,-79.72001,269.0,,122,112
738,39.894463,-79.71995,268.0,,122,112
743,39.894524,-79.719894,269.0,,122,112
748,39.89457,-79.71985,268.0,,122,112
757,39.894672,-79.71975,267.0,,122,112
762,39.894726,-79.719696,267.0,,122,112
769,39.894794,-79.71965,268.0,,122,112
779,39.89491,-79.71956,271.0,,122,112
789,39.895023,-79.71946,271.0,,122,112
794,39.89508,-79.71943,273.0,,122,112
799,39.89515,-79.71941,272.0,,122,112
804,39.89521,-79.71944,275.0,,122,112
809,39.895275,-79.719475,277.0,,122,112
814,39.895348,-79.71952,278.0,,122,112
819,39.895405,-79.71958,279.0,,122,112
823,39.895466,-79.71966,277.0,,122,112
829,39.895508,-79.71978,277.0,,122,112
834,39.895515,-79.71986,276.0,,122,112
839,39.89552,-79.71995,276.0,,122,112
846,39.895515,-79.72005,272.0,,122,112
851,39.895485,-79.720146,272.0,,122,112
856,39.895428,-79.720215,271.0,,122,112
861,39.895374,-79.72027,272.0,,122,112
870,39.89524,-79.72037,273.0,,122,112
875,39.895184,-79.720406,274.0,,122,112
880,39.895123,-79.72047,273.0,,122,112
885,39.895058,-79.72052,276.0,,122,112
